Time,UAV5,UAV4,UAV3,UAV2,UAV1,HeadingCos,HeadingSin,Cos sq,Sin sq,Sum sq,Root,Psy Order
317.296,0.142673,0.303673,-0.346256,-0.0738123,0.421835,4.79435026925463,0.437528205939601,22.9857945043019,0.191430930992726,23.1772254352946,4.8142730952133,0.96285461904266
317.376,0.137678,0.307673,-0.362405,-0.0420366,0.420805,4.79050209575244,0.452032283760392,22.9489103294085,0.204333185561635,23.1532435149701,4.81178174016342,0.962356348032685
317.412,0.135304,0.307673,-0.362405,-0.0420366,0.420805,4.7908251201465,0.449680363567461,22.9520053318268,0.202212429378164,23.1542177612049,4.8118829745958,0.96237659491916
317.564,0.127535,0.317221,-0.403815,-0.0114773,0.419021,4.77497486176302,0.441576923358193,22.8003849304688,0.194990179242487,22.9953751097112,4.7953493209266,0.959069864185321
317.624,0.124158,0.32261,-0.403815,0.0152201,0.418523,4.77385650558208,0.469583790824249,22.7897059358884,0.220508936604872,23.0102148724932,4.7968963791699,0.959379275833979
317.744,0.118936,0.325698,-0.427872,0.03157,0.418377,4.76346509927076,0.461533108120518,22.6905997519706,0.213012809891386,22.903612561862,4.78577188777965,0.957154377555929
317.832,0.115579,0.326661,-0.438646,0.0474223,0.419118,4.75809878599317,0.465849673622914,22.6395040572697,0.217015918414575,22.8565199756842,4.78084929439156,0.956169858878311
317.864,0.113917,0.329081,-0.438646,0.056816,0.419118,4.75702040268393,0.475870599771725,22.6292431115512,0.226452827727101,22.8556959392783,4.78076311265035,0.95615262253007
317.948,0.110549,0.330963,-0.456206,0.0856743,0.419312,4.74705737974205,0.487434266603759,22.5345537665635,0.237592164259544,22.772145930823,4.77201696673671,0.954403393347342
318.028,0.107445,0.332134,-0.469069,0.0856743,0.418682,4.74152933475774,0.473369668714731,22.4821004323682,0.224078843259094,22.7061792756273,4.76510013280175,0.95302002656035
318.124,0.102375,0.336507,-0.482712,0.102995,0.415981,4.7338384074284,0.475105752716361,22.4092260676443,0.22572547626418,22.6349515439084,4.75762036567741,0.951524073135482
318.256,0.0947326,0.340689,-0.511436,0.142613,0.414467,4.71526255737583,0.484129723501089,22.2337009849904,0.234381589177241,22.4680825741677,4.74005090417473,0.948010180834945
318.344,0.0891433,0.344902,-0.524146,0.15298,0.406909,4.70955952346306,0.474812508710947,22.1799509050416,0.225446918428383,22.40539782347,4.73343404131398,0.946686808262796
318.456,0.0835254,0.346743,-0.537628,0.16611,0.402724,4.70215635590592,0.468437728344793,22.1102743953864,0.21943390533683,22.3297083007232,4.72543207555915,0.94508641511183
318.504,0.081303,0.350789,-0.537628,0.183014,0.402724,4.69802083560139,0.486672187132465,22.0713997717448,0.236849817728297,22.3082495894731,4.72316097433415,0.94463219486683
318.576,0.0776692,0.353235,-0.555919,0.191446,0.398861,4.6878936717812,0.474449552758326,21.9763470779262,0.225102378112576,22.2014494560388,4.71184140820113,0.942368281640225
318.724,0.0707864,0.357156,-0.572807,0.206824,0.394499,4.67665079428418,0.468043632430008,21.8710626516788,0.219064841858277,22.0901274935371,4.70001356312267,0.940002712624535
318.764,0.0690063,0.358413,-0.578222,0.220766,0.394499,4.67042966441364,0.476527043496447,21.8129132502349,0.227078023183465,22.0399912734184,4.69467690830992,0.938935381661984
318.824,0.0661759,0.358413,-0.578222,0.220766,0.392347,4.6714458022218,0.471715515721912,21.8224058830956,0.222515527772789,22.0449214108684,4.69520195634527,0.939040391269053
